PageRow,PageColumn,pixel1,pixel2,pixel3,pixel4,pixel5,pixel6,pixel7,pixel8,pixel9,pixel10,pixel11,pixel12,pixel13,pixel14,pixel15,count1,color1,count2,color2,count3,color3,count4,color4,count5,color5,count6,color6,count7,color7,count8,color8,count9,color9,count10,color10,count11,color11,count12,color12,count13,color13,count14,color14,count15,color15,
Y , 8 ,5 ,8 ,8 ,8 ,8 ,5 ,8 ,8 ,8 ,8 ,1 ,5 ,8 ,8 ,12 ,1 , 5 ,4 , 8 ,1 , 5 ,4 , 8 ,1 , 1 ,1 , 5 ,2 , 8 ,1 , 12 ,,,,,,,,,,,,,,,
Y , 9 ,1 ,5 ,8 ,8 ,8 ,1 ,1 ,5 ,8 ,8 ,1 ,1 ,1 ,5 ,12 ,1 , 1 ,1 , 5 ,3 , 8 ,2 , 1 ,1 , 5 ,2 , 8 ,3 , 1 ,1 , 5 ,1 , 12 ,,,,,,,,,,,,,
Y , 10 ,1 ,1 ,1 ,1 ,5 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,4 , 1 ,1 , 5 ,10 , 1 ,,,,,,,,,,,,,,,,,,,,,,,,,
Y , 11 ,1 ,1 ,5 ,5 ,5 ,5 ,5 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,12 ,2 , 1 ,5 , 5 ,7 , 8 ,1 , 12 ,,,,,,,,,,,,,,,,,,,,,,,
Y , 12 ,8 ,8 ,8 ,8 ,8 ,6 ,6 ,6 ,6 ,6 ,0 ,0 ,0 ,0 ,0 ,5 , 8 ,5 , 6 ,5 , 0 ,,,,,,,,,,,,,,,,,,,,,,,,,
Z , 1 ,0 ,0 ,0 ,0 ,0 ,6 ,6 ,6 ,6 ,0 ,1 ,8 ,8 ,6 ,0 ,5 , 0 ,4 , 6 ,1 , 0 ,1 , 1 ,2 , 8 ,1 , 6 ,1 , 0 ,,,,,,,,,,,,,,,,,
Z , 2 ,5 ,5 ,8 ,6 ,0 ,5 ,5 ,8 ,6 ,0 ,5 ,5 ,8 ,6 ,0 ,2 , 5 ,1 , 8 ,1 , 6 ,1 , 0 ,2 , 5 ,1 , 8 ,1 , 6 ,1 , 0 ,2 , 5 ,1 , 8 ,1 , 6 ,1 , 0 ,,,,,,,
Z , 3 ,5 ,5 ,8 ,6 ,0 ,5 ,5 ,8 ,6 ,0 ,5 ,5 ,8 ,6 ,0 ,2 , 5 ,1 , 8 ,1 , 6 ,1 , 0 ,2 , 5 ,1 , 8 ,1 , 6 ,1 , 0 ,2 , 5 ,1 , 8 ,1 , 6 ,1 , 0 ,,,,,,,
Z , 4 ,5 ,5 ,8 ,6 ,0 ,5 ,5 ,5 ,6 ,0 ,5 ,5 ,5 ,6 ,0 ,2 , 5 ,1 , 8 ,1 , 6 ,1 , 0 ,3 , 5 ,1 , 6 ,1 , 0 ,3 , 5 ,1 , 6 ,1 , 0 ,,,,,,,,,,,
Z , 5 ,5 ,5 ,5 ,6 ,0 ,8 ,8 ,8 ,6 ,0 ,8 ,8 ,8 ,6 ,0 ,3 , 5 ,1 , 6 ,1 , 0 ,3 , 8 ,1 , 6 ,1 , 0 ,3 , 8 ,1 , 6 ,1 , 0 ,,,,,,,,,,,,,
Z , 6 ,8 ,8 ,8 ,6 ,0 ,8 ,8 ,8 ,6 ,0 ,8 ,8 ,8 ,6 ,0 ,3 , 8 ,1 , 6 ,1 , 0 ,3 , 8 ,1 , 6 ,1 , 0 ,3 , 8 ,1 , 6 ,1 , 0 ,,,,,,,,,,,,,
Z , 7 ,8 ,8 ,8 ,6 ,0 ,8 ,8 ,8 ,6 ,0 ,8 ,8 ,8 ,6 ,0 ,3 , 8 ,1 , 6 ,1 , 0 ,3 , 8 ,1 , 6 ,1 , 0 ,3 , 8 ,1 , 6 ,1 , 0 ,,,,,,,,,,,,,
Z , 8 ,8 ,8 ,8 ,6 ,0 ,8 ,8 ,8 ,6 ,0 ,8 ,8 ,8 ,6 ,0 ,3 , 8 ,1 , 6 ,1 , 0 ,3 , 8 ,1 , 6 ,1 , 0 ,3 , 8 ,1 , 6 ,1 , 0 ,,,,,,,,,,,,,
Z , 9 ,8 ,8 ,8 ,6 ,0 ,8 ,8 ,8 ,6 ,0 ,8 ,8 ,8 ,6 ,0 ,3 , 8 ,1 , 6 ,1 , 0 ,3 , 8 ,1 , 6 ,1 , 0 ,3 , 8 ,1 , 6 ,1 , 0 ,,,,,,,,,,,,,
Z , 10 ,8 ,8 ,8 ,6 ,0 ,5 ,8 ,8 ,6 ,0 ,1 ,5 ,8 ,6 ,0 ,3 , 8 ,1 , 6 ,1 , 0 ,1 , 5 ,2 , 8 ,1 , 6 ,1 , 0 ,1 , 1 ,1 , 5 ,1 , 8 ,1 , 6 ,1 , 0 ,,,,,,,
Z , 11 ,5 ,8 ,8 ,6 ,0 ,8 ,8 ,8 ,6 ,0 ,8 ,8 ,8 ,6 ,0 ,1 , 5 ,2 , 8 ,1 , 6 ,1 , 0 ,3 , 8 ,1 , 6 ,1 , 0 ,3 , 8 ,1 , 6 ,1 , 0 ,,,,,,,,,,,
Z , 12 ,8 ,8 ,8 ,6 ,0 ,6 ,6 ,6 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,3 , 8 ,1 , 6 ,1 , 0 ,4 , 6 ,6 , 0 ,,,,,,,,,,,,,,,,,,,,,
